user,trd_times,total_count,B_out,C_in,out_count,in_count,cny_trx_amt,Dat_Flg3_Cd,Trx_Cod1_Cd,is_in_first_10days,is_in_middle_10days,is_in_last_10days
U6BCB2D,4,-3158.48,4,0,3158.48,0.0,-108.18,B,1,0,4,0
U5C8801,4,-3930.0,3,1,4730.0,800.0,800.0,B,1,3,1,0
U34D26E,4,-59.94,3,1,64.94,5.0,5.0,B,1,2,0,2
UEC3F14,4,-399.16,3,1,399.23,0.07,0.07,B,1,2,2,0
U332397,4,0.0,2,2,159.66,159.66,79.83,B,3,3,0,1
U53C0A6,4,-2114.34,4,0,2114.34,0.0,-77.58,B,1,0,0,4
U2A373A,4,-400.5,3,1,800.5,400.0,400.0,A,3,3,0,1
U9DF4D2,4,-6364.46,1,3,10000.0,3635.54,3226.04,B,3,0,0,4
UF63651,4,90.0,2,2,573.9,663.9,573.9,B,1,0,1,3
U2C6E65,4,-3482.1800000000007,4,0,3482.1800000000007,0.0,-42.59,B,1,0,0,4
UF30E4D,4,490.27,2,2,210.0,700.27,700.0,A,1,3,0,1
UCAD6E6,4,-12950.4,4,0,12950.4,0.0,-118.8,B,1,4,0,0
UB32A6D,4,-299.94,2,2,374.58,74.64,74.58,A,3,1,0,3
UEE5A71,4,243.09,1,3,0.33,243.42,243.0,A,3,0,0,4
UF0A8B0,4,0.0,2,2,10.0,10.0,5.0,B,1,2,0,2
U59FC88,4,-542.04,4,0,542.04,0.0,-53.3,B,1,0,4,0
U329463,4,1800.0,1,3,100.0,1900.0,1100.0,B,3,3,0,1
UEEE1D7,4,9.2,2,2,19.2,28.4,18.4,B,1,0,2,2
U6904C5,4,580.8399999999998,2,2,10.0,590.8399999999998,308.56,B,1,2,0,2
U2D7861,4,-247.49,3,1,252.6,5.11,5.11,B,1,2,0,2
UDFB542,4,-267.28000000000003,2,2,567.3,300.02,300.0,A,1,1,2,1
U5FFB79,4,360.8099999999995,2,2,8645.0,9005.81,8752.0,B,1,1,1,2
UC7817A,4,412.0,2,2,110.0,522.0,300.0,B,1,0,2,2
UAA63FF,4,3989.01,2,2,11.0,4000.01,4000.0,A,1,1,0,3
UB23400,4,-4064.33,3,1,4264.33,200.0,200.0,B,1,3,1,0
UD66E9A,4,-487.78,4,0,487.78,0.0,-26.6,B,1,0,4,0
U927490,4,-458.3,4,0,458.3,0.0,-16.78,B,1,0,0,4
UBBE2E9,4,229.29999999999995,1,3,1580.0,1809.3,1580.0,B,3,1,0,3
U420809,4,28807.47,0,4,0.0,28807.47,15000.0,B,3,0,3,1
U2161A1,4,-20.0,4,0,20.0,0.0,-5.0,B,1,4,0,0
U66C1CE,4,-733.3000000000002,4,0,733.3000000000002,0.0,-39.98,B,1,0,0,4
U9F7525,4,85.01999999999998,3,1,275.98,361.0,361.0,B,1,2,2,0
UD64DC0,4,-50.0,2,2,5900.0,5850.0,2950.0,B,1,0,2,2
UCA24F7,4,-183.7,4,0,183.7,0.0,-8.5,B,1,0,4,0
U636096,4,-590.0,4,0,590.0,0.0,-45.0,B,1,0,0,4
U5D8C77,4,414.75000000000006,2,2,310.88,725.6300000000001,570.19,B,3,0,0,4
U0DF2C7,4,0.0,2,2,6000.0,6000.0,3000.0,B,1,0,0,4
UFA62F2,4,-4916.66,4,0,4916.66,0.0,-375.0,B,1,0,4,0
U5059C0,4,-1669.99,1,3,2518.0,848.01,535.0,B,3,1,2,1
UD7869F,4,4.1200000000003465,2,2,6000.0,6004.120000000001,3004.05,B,1,0,0,4
UBD5D56,4,-10.0,3,1,62.98,52.98,52.98,B,1,2,2,0
UE8FC3C,4,1112.0,2,2,8260.0,9372.0,4735.0,B,1,0,0,4
U5CC36D,4,167.0,1,3,161.5,328.5,161.5,B,3,2,0,2
U8A01CA,4,-634.0,2,2,7500.0,6866.0,3500.0,B,1,0,0,4
U3370DD,4,-11097.0,4,0,11097.0,0.0,-5.0,B,1,2,2,0
UBA9EA7,4,0.0,2,2,323.0,323.0,225.0,B,1,1,2,1
U9ECF5A,4,-599.52,4,0,599.52,0.0,-42.06,B,1,0,4,0
U1AEE05,4,12240.0,0,4,0.0,12240.0,6096.0,A,2,0,2,2
U7CC608,4,-1.02,4,0,1.02,0.0,-0.05,A,1,0,2,2
UFB6DFE,4,-3389.28,4,0,3389.28,0.0,-102.39,B,1,0,4,0
UE80219,4,0.019999999999996017,2,2,57.66,57.68,57.66,B,1,0,3,1
UFA91F1,4,-439.57,3,1,439.85,0.28,0.28,A,1,1,1,2
U352765,4,-23.35,4,0,23.35,0.0,-0.35,A,3,3,0,1
U440810,4,-1079.1999999999996,4,0,1079.1999999999996,0.0,-39.6,B,1,4,0,0
UC7699D,4,0.99,2,2,3200.01,3201.0,3200.0,A,2,0,2,2
UF9D362,4,-1782.74,3,1,1783.74,1.0,1.0,A,1,2,1,1
U0B166A,4,848.1600000000035,2,2,520000.0,520848.16,520839.43,A,2,0,3,1
U4701A6,4,-0.15999999999996814,2,2,982.16,982.0,491.0,B,3,2,0,2
U263C33,4,-28141.49,4,0,28141.49,0.0,-291.28,B,1,0,4,0
U888162,4,10.0,2,2,54.91,64.91,45.91,B,1,2,0,2
U388EDD,4,-4033.08,4,0,4033.08,0.0,-396.57,B,1,4,0,0
U833385,4,97.0,3,1,7873.0,7970.0,7970.0,B,1,3,1,0
UF81FAA,4,-771.68,4,0,771.68,0.0,-28.32,B,1,4,0,0
UE92197,4,2975.0,0,4,0.0,2975.0,1300.0,B,3,3,1,0
U06B0F0,4,0.0,2,2,20000.0,20000.0,10000.0,B,1,0,1,3
U19BF4E,4,2.1599999999999966,2,2,103.84,106.0,54.0,B,3,0,1,3
U95FF33,4,-1137.42,4,0,1137.42,0.0,-41.74,B,1,0,0,4
U71BFD0,4,-33005.0,3,1,33010.0,5.0,5.0,B,1,2,0,2
U988A6F,4,0.0,2,2,3470.0,3470.0,3000.0,A,3,0,2,2
U7F2DC5,4,-8.0,2,2,10777.0,10769.0,7269.0,B,1,4,0,0
UEE1AB1,4,200.0,3,1,1300.0,1500.0,1500.0,B,1,4,0,0
U9CDE2C,4,2996.7200000000007,2,2,2865.28,5862.0,2997.0,B,1,2,0,2
U7C3176,4,869.96,1,3,10.0,879.96,502.4,A,2,0,2,2
U8896BC,4,-1065.67,4,0,1065.67,0.0,-20.97,B,1,0,2,2
U75E2F1,4,-409.0,3,1,609.0,200.0,200.0,B,1,3,0,1
U69961A,4,0.0,2,2,10.0,10.0,5.0,B,1,2,0,2
U45C120,4,-14.35,2,2,20014.36,20000.01,20000.0,A,2,0,0,4
U99870E,4,335.2999999999999,2,2,366.0,701.3,651.3,B,1,2,2,0
U69D5EA,4,-996.3899999999994,2,2,9999.5,9003.11,6766.0,B,1,1,2,1
UCF6E14,4,2000.49,2,2,1999.51,4000.0,3000.0,B,1,2,0,2
U5F1C13,4,0.1600000000000108,2,2,129.8,129.96,100.0,B,1,1,1,2
U38C7CA,4,771.84,2,2,6.0,777.84,579.95,B,1,2,0,2
UE61F03,4,-168.0,3,1,188.0,20.0,20.0,A,1,0,2,2
U89488F,4,2471.3,1,3,2.0,2473.3,1700.0,B,3,1,0,3
U73C936,4,4916.67,2,2,4916.59,9833.26,4916.67,B,3,0,2,2
U05BA64,4,2497.02,2,2,4518.98,7016.0,3656.0,B,1,0,1,3
U8557E9,4,-42907.77,2,2,42969.26,61.49,61.27,A,2,1,1,2
U9123C8,4,0.0,1,3,500.0,500.0,300.0,B,3,0,4,0
U414CD1,4,61.0,2,2,338.97,399.97,200.0,A,3,4,0,0
UF4EEB6,4,90.0,3,1,810.0,900.0,900.0,B,1,2,2,0
U751E14,4,-161.21,3,1,161.5,0.29,0.29,A,1,0,2,2
U2AF88A,4,0.0,2,2,58.01,58.01,58.0,B,1,3,0,1
UEBC69A,4,104.0,2,2,646.0,750.0,400.0,B,1,0,0,4
U8F9055,4,3095.0,1,3,1000.0,4095.0,1699.0,C,2,3,1,0
U1558B8,4,253.33000000000004,2,2,161.11,414.44000000000005,253.33,B,3,1,2,1
U3F5415,4,15276.13,0,4,0.0,15276.13,5273.0,A,2,0,3,1
U45D96A,4,-25426.81,3,1,43250.0,17823.19,17823.19,B,1,2,0,2
U3C994D,4,55800.04,0,4,0.0,55800.04,50000.0,C,2,1,1,2
U1769B2,4,32.6,3,1,60.4,93.0,93.0,B,1,4,0,0
U430C7F,4,5691.0,2,2,20330.0,26021.0,21348.0,B,1,0,0,4
UDDDA53,4,-9997.98,2,2,21998.0,12000.02,12000.0,B,1,2,0,2
UB9BED0,4,462.02,2,2,625.0,1087.02,624.02,B,1,1,0,3
UBB44E7,4,-5499.75,2,2,13392.0,7892.25,7892.0,B,1,1,1,2
U73D336,4,-33969.3,3,1,34000.0,30.7,30.7,A,3,1,2,1
U5B9F93,4,-500.0,3,1,721.0,221.0,221.0,B,1,3,1,0
UAF3966,4,320.0,3,1,1380.0,1700.0,1700.0,B,1,0,0,4
U4091E2,4,-7.969999999999999,2,2,10.0,2.03,2.0,B,1,2,1,1
UC9A838,4,-30.0,3,1,125.0,95.0,95.0,B,1,2,1,1
U24E885,4,0.0,3,1,460.81,460.81,460.81,B,1,3,0,1
UA5C210,4,0.0,2,2,15000.0,15000.0,7500.0,B,1,0,0,4
UD25FAF,4,65197.14,0,4,0.0,65197.14,28470.0,A,2,2,0,2
U7FD4A6,4,-885.0,4,0,885.0,0.0,-67.5,B,1,0,4,0
UA62051,4,1500.0,2,2,1500.13,3000.13,3000.0,B,1,0,1,3
U427BFA,4,0.0,2,2,10907.0,10907.0,6507.0,B,1,0,2,2
U3712AD,4,-162.54000000000005,2,2,378.39,215.85,148.89,B,1,2,2,0
U05C8DA,4,3699.8299999999986,2,2,3699.85,7399.68,3699.85,B,3,0,1,3
U257419,4,765.6999999999997,2,2,11803.3,12569.0,6588.0,B,1,0,1,3
U1C42B8,4,7426.0,1,3,22347.0,29773.0,15000.0,B,3,0,0,4
UFD1691,4,-125.7,2,2,330.7,205.0,200.0,B,1,0,1,3
U13AB84,4,-82.41999999999999,4,0,82.41999999999999,0.0,-3.02,B,1,0,4,0
U3352C1,4,1.5987211554602254e-14,2,2,501.08,501.08,500.0,A,3,4,0,0
U5DDB31,4,-280.0,2,2,808.0,528.0,342.0,B,1,1,2,1
U6BE04A,4,6.0,2,2,15994.0,16000.0,10000.0,B,1,4,0,0
U724D10,4,-2206.16,4,0,2206.16,0.0,-80.95,B,1,4,0,0
UAAC788,4,-9561.67,4,0,9561.67,0.0,-350.81,B,1,4,0,0
U7C2C46,4,-605.02,2,2,898.0,292.98,195.18,B,1,2,2,0
U7F4E56,4,-2065.0,4,0,2065.0,0.0,-157.5,B,1,4,0,0
U2C6E37,4,-1530.0,2,2,7560.0,6030.0,3580.0,B,1,2,0,2
UA04319,4,-0.6700000000000728,2,2,10089.0,10088.33,5079.84,A,2,0,0,4
U09BEF9,4,90.67000000000007,2,2,2048.0,2138.67,2000.0,B,1,2,1,1
UF1D5E3,4,-950.35,3,1,950.38,0.03,0.03,B,1,1,2,1
UFF0C62,4,400.0,0,4,0.0,400.0,100.0,B,2,4,0,0
U19E871,4,15513.63,2,2,1998.0,17511.629999999994,14051.63,B,1,0,0,4
U9A2B78,4,-2990.0,3,1,5790.0,2800.0,2800.0,B,1,0,1,3
U6256ED,4,0.0,2,2,20000.0,20000.0,10000.0,B,1,1,0,3
U77BAF4,4,34400.0,2,2,23980.0,58380.0,34400.0,B,1,2,0,2
U49F125,4,-1.89,2,2,2.0,0.11,0.1,A,1,0,1,3
U436A18,4,-143.38999999999987,2,2,1732.0,1588.61,1588.0,A,1,0,0,4
U015AB6,4,1000.0,2,2,12973.0,13973.0,6988.0,B,1,0,0,4
UFB3D9A,4,94.04,2,2,6.0,100.04,100.0,A,1,0,3,1
U07967E,4,-3846.86,3,1,4188.86,342.0,342.0,B,1,0,1,3
UD3CC2E,4,-596.0,2,2,4246.0,3650.0,2150.0,B,1,1,0,3
U2C4E95,4,37.0,2,2,5963.0,6000.0,3000.0,B,1,2,0,2
UC8D029,4,217.0,1,3,108.9,325.9000000000001,217.0,B,3,0,2,2
U0B5E67,4,-1216.0,2,2,20216.0,19000.0,10000.0,B,1,0,4,0
U1489F4,4,-16.0,3,1,516.0,500.0,500.0,B,1,0,4,0
U031A74,4,3812.0,1,3,1088.0,4900.0,1700.0,B,3,1,0,3
UCD1A34,4,-1816.66,4,0,1816.66,0.0,-75.0,B,1,4,0,0
U52A1D9,4,0.0,2,2,109.11,109.11,59.11,B,1,1,2,1
U2A535A,4,249.0,2,2,1951.0,2200.0,1100.0,B,1,0,3,1
UDFCE1F,4,800.0,2,2,6000.0,6800.0,3400.0,B,1,4,0,0
UBEC5FB,4,-553.24,4,0,553.24,0.0,-54.4,B,1,0,0,4
U6A0A1F,4,6882.59,0,4,0.0,6882.59,2274.39,C,2,2,0,2
U13189C,4,105.05999999999996,1,3,1864.0,1969.06,1864.0,B,3,1,1,2
UD9AD3E,4,1680.66,1,3,1674.94,3355.6,1680.0,A,3,0,0,4
U08044D,4,18.25,1,3,12.9,31.15,18.2,B,3,2,1,1
UABDF6C,4,114.3599999999999,3,1,1459.01,1573.37,1573.37,B,1,4,0,0
U37A4AA,4,-268.49,2,2,823.0,554.51,306.74,B,1,1,1,2
U8237D6,4,0.0,2,2,10000.0,10000.0,5000.0,B,1,0,0,4
UF75D1D,4,-11908.88,4,0,11908.88,0.0,-20.0,B,1,2,2,0
UBFA824,4,-39516.12,1,3,40000.0,483.88,463.0,B,3,0,2,2
U9DC7F5,4,0.009999999994761309,1,3,128000.0,128000.01,118000.0,A,3,3,0,1
UFB8899,4,-69.80000000000001,4,0,69.80000000000001,0.0,-3.23,B,1,0,4,0
UAC215C,4,0.0,2,2,8000.0,8000.0,4000.0,B,1,1,0,3
UD15592,4,-879.06,4,0,879.06,0.0,-32.26,B,1,0,4,0
UD0EA35,4,688.8599999999999,3,1,687.0,1375.86,1375.86,B,1,3,1,0
UB518CE,4,-1984.16,2,2,2386.0,401.84,301.84,B,1,1,0,3
UB96855,4,-988.6600000000003,2,2,5988.66,5000.0,3000.0,B,1,2,1,1
U0CFB11,4,0.0,2,2,19050.0,19050.0,9600.0,B,1,2,0,2
UC77269,4,-8.96,3,1,9.0,0.04,0.04,A,1,1,2,1
U6A7A38,4,-1233.9,4,0,1233.9,0.0,-45.28,B,1,4,0,0
U41536A,4,-5449.38,4,0,5449.38,0.0,-199.96,B,1,0,4,0
U798259,4,-2908.87,4,0,2908.87,0.0,-184.59,B,1,0,0,4
U44BC11,4,5990.05,2,2,10.0,6000.05,6000.0,B,1,2,0,2
U94C8E9,4,-133.0,2,2,188.0,55.0,45.0,B,1,4,0,0
U626172,4,2650.0,3,1,595.6,3245.6,3245.6,B,1,2,1,1
UD584BE,4,-6999.4000000000015,3,1,7049.4000000000015,50.0,50.0,B,1,2,1,1
U9AD489,4,2.01,2,2,15070.0,15072.01,15072.0,B,1,0,3,1
U2ADB5A,4,14.899999999999974,2,2,985.01,999.91,999.9,B,3,1,3,0
U994E6E,4,6217.34,2,2,2122.66,8340.0,6218.0,A,3,3,1,0
U0763BF,4,-3172.84,4,0,3172.84,0.0,-116.42,B,1,0,0,4
UC16FEC,4,-1.4210854715202004e-14,2,2,273.78000000000003,273.78,233.98,B,1,4,0,0
UD221B8,4,2295.86,2,2,1543.75,3839.61,2295.54,B,3,1,2,1
UC0A586,4,0.0,3,1,8.0,8.0,8.0,B,1,3,1,0
U827359,4,-2.100000000000364,2,2,5265.0,5262.9,4997.9,B,1,1,3,0
UCACFBD,4,0.0,2,2,10.0,10.0,5.0,B,1,2,1,1
UD156D7,4,-17611.44,2,2,17844.44,233.0,145.0,B,3,2,2,0
U0877F5,4,124.0,2,2,59740.0,59864.0,29994.0,B,1,0,0,4
UC8B81D,4,0.0,2,2,10.0,10.0,5.0,B,1,2,0,2
UEE9CA9,4,-5.78,2,2,6.0,0.22,0.21,A,1,0,2,2
U6C9E65,4,-39.79,3,1,39.9,0.11,0.11,A,1,3,0,1
UD02918,4,0.0,2,2,8000.0,8000.0,4000.0,B,1,0,2,2
U8FF9ED,4,-2626.4,4,0,2626.4,0.0,-96.37,B,1,0,0,4
U4CD9D5,4,-0.08000000000000007,2,2,2.0,1.92,1.05,A,1,0,2,2
UF969DE,4,-4000.01,3,1,4000.11,0.1,0.1,A,1,0,2,2
U2B45A5,4,112.61,2,2,99.7,212.31,149.55,B,1,1,1,2
U9FB938,4,-2180.0,4,0,2180.0,0.0,-90.0,B,1,0,0,4
U4DE4F3,4,7969.0,2,2,6808.0,14777.0,9889.0,B,1,1,0,3
UE4805F,4,2950.0,2,2,2980.0,5930.0,2980.0,B,1,0,4,0
UA8E549,4,2133.830000000001,2,2,1871.97,4005.8,2005.8,B,3,0,3,1
UF997D2,4,1050.0,0,4,0.0,1050.0,400.0,B,3,0,1,3
U6E75C8,4,-9000.0,3,1,17700.0,8700.0,8700.0,B,1,2,2,0
U62F64E,4,-2439.42,4,0,2439.42,0.0,-79.79,B,1,4,0,0
UE76E75,4,-6300.0,2,2,14000.0,7700.0,7000.0,B,1,2,0,2
U4E9F94,4,-387.8,4,0,387.8,0.0,-14.23,B,1,4,0,0
UD7ACD3,4,-182.0,2,2,353.0,171.0,160.0,B,1,1,3,0
UE8C06A,4,-470.74,3,1,471.07,0.33,0.33,A,1,2,1,1
U658166,4,-845.18,3,1,845.9699999999998,0.79,0.79,A,1,3,0,1
U0AFB8F,4,19718.22,2,2,10100.0,29818.22,19413.22,B,1,0,2,2
UDD2546,4,137.90999999999997,1,3,662.0,799.91,661.91,A,2,2,0,2
U50E3F5,4,0.09999999999999952,2,2,4.39,4.489999999999998,4.1,A,3,0,2,2
U83B369,4,1552.01,1,3,5366.0,6918.01,6118.0,B,3,2,0,2
U9FA4C4,4,-708.76,4,0,708.76,0.0,-11.96,B,1,0,3,1
U74C5CA,4,-290.0,3,1,640.0,350.0,350.0,B,1,1,1,2
U347F0D,4,9517.46,1,3,500.0,10017.46,5000.0,A,2,2,0,2
UC19F1B,4,2108.0,3,1,5847.0,7955.0,7955.0,B,1,1,3,0
U732283,4,4.1000000000000005,1,3,0.01,4.11,3.87,A,2,0,0,4
UC58434,4,1332.12,3,1,897.47,2229.59,2229.59,B,1,1,2,1
UBEFDF0,4,-3504.0,2,2,4049.0,545.0,496.0,B,1,1,2,1
UE2C6EF,4,-34.0,3,1,4009.0,3975.0,3975.0,B,1,2,0,2
UBB65EB,4,756.8499999999998,2,2,1253.85,2010.7000000000005,1370.88,B,1,1,0,3
U984700,4,100.91,1,3,0.91,101.82,100.0,A,3,1,0,3
U79CD78,4,2100.0,0,4,0.0,2100.0,1000.0,B,3,4,0,0
UD908E9,4,11.739999999999995,2,2,99.0,110.74,100.0,B,1,4,0,0
U7BD3AE,4,9607.27,0,4,0.0,9607.27,4801.97,A,2,0,0,4
U5962C7,4,-2270.83,3,1,22685.83,20415.0,20415.0,B,1,3,0,1
UC28A38,4,1101.0,0,4,0.0,1101.0,499.0,B,3,1,3,0
U726C7C,4,-872.4000000000002,4,0,872.4000000000002,0.0,-61.2,B,1,0,4,0
U46E3D8,4,602.21,2,2,10.0,612.21,320.48,B,1,2,0,2
U5581C3,4,3890.0,2,2,10.0,3900.0,2800.0,B,1,4,0,0
U04740A,4,-1792.78,2,2,1794.78,2.0,1.0,B,3,2,0,2
U8FBDB0,4,-202.0,2,2,10192.0,9990.0,5325.0,B,1,2,0,2
UFF60F7,4,0.0,2,2,0.02,0.02,0.01,A,1,0,4,0
U714E3A,4,-539.6,4,0,539.6,0.0,-19.8,B,1,0,0,4
U3F2985,4,-2780.74,4,0,2780.74,0.0,-102.04,B,1,4,0,0
U9F26AA,4,-50.85000000000001,2,2,168.63,117.78,117.77,B,1,1,1,2
UF31E6B,4,1.0,2,2,7999.0,8000.0,4000.0,B,1,0,2,2
UA961EA,4,-27.0,2,2,47027.0,47000.0,23500.0,B,1,0,4,0
U84628A,4,-310.0,2,2,5940.0,5630.0,2980.0,B,1,0,4,0
U20D8BE,4,12825.02,2,2,20319.98,33145.0,20000.0,B,1,4,0,0
U37A3BE,4,-457.99999999999983,3,1,3258.0,2800.0,2800.0,B,1,0,0,4
U7F5963,4,692.0,3,1,908.0,1600.0,1600.0,B,1,3,0,1
U323CFD,4,-328.0,3,1,387.0,59.0,59.0,B,1,1,0,3
U87A3F5,4,88.79999999999998,2,2,40.03,128.82999999999998,100.0,B,1,3,1,0
UA65D64,4,-7179.7,2,2,7194.7,15.0,10.0,B,3,0,3,1
UDFD6A2,4,-34.3,3,1,84.3,50.0,50.0,B,1,0,3,1
UA55AB0,4,0.0,2,2,10.0,10.0,5.0,B,1,2,1,1
U1EC99A,4,8.980000000000018,2,2,5873.0,5881.98,2951.98,B,1,0,0,4
UA98876,4,649.12,2,2,6.0,655.12,655.0,A,1,0,2,2
U24504A,4,0.0,2,2,150.0,150.0,75.0,B,1,3,1,0
U066D42,4,0.8999999999999773,3,1,299.1,300.0,300.0,B,1,3,0,1
UB6721D,4,2570.12,2,2,4000.0,6570.12,6553.0,B,1,2,1,1
U8B6C3D,4,-1771.68,4,0,1771.68,0.0,-65.01,B,1,0,0,4
U498273,4,-871.06,2,2,1971.06,1100.0,1000.0,B,3,2,2,0
UF87B1A,4,-7600.0,2,2,9600.34,2000.34,2000.0,B,3,0,2,2
UCAC950,4,-3500.0,3,1,5470.0,1970.0,1970.0,B,1,2,1,1
U180F07,4,99.80999999999996,2,2,3318.0,3417.81,3041.63,B,1,1,0,3
U3C8A19,4,3100.04,0,4,0.0,3100.04,1100.0,B,3,1,2,1
UE1383E,4,-10.0,3,1,20.0,10.0,10.0,A,1,2,0,2
U96DE62,4,40.0,2,2,5960.0,6000.0,3000.0,B,1,0,0,4
UF6736F,4,271.0,2,2,32.78,303.78,300.0,B,1,0,2,2
UDF3176,4,5854.52,2,2,10.0,5864.52,5859.52,B,1,3,1,0
UD00AE1,4,1494.0,2,2,11626.0,13120.0,6720.0,B,1,2,0,2
U9C137E,4,-201.18,4,0,201.18,0.0,-19.78,B,1,0,4,0
UD0B839,4,20.08,1,3,53.7,73.78,53.7,B,3,2,1,1
U5FCA98,4,273.0,2,2,2920.0,3193.0,2973.0,B,1,1,2,1
U1BA97A,4,0.0,2,2,80.0,80.0,45.0,B,1,2,2,0
U286AFC,4,4682.8899999999985,1,3,3320.0,8002.8899999999985,4000.0,A,2,1,2,1
UE91C51,4,119.14999999999998,2,2,919.15,1038.3000000000004,524.08,B,1,2,2,0
U3665CC,4,1709.82,2,2,25.18,1735.0,905.0,B,1,1,0,3
U60E548,4,1714.7,2,2,10.0,1724.7,1719.7,B,1,2,2,0
U72AA11,4,-4117.35,2,2,5126.66,1009.31,1000.0,A,1,0,0,4
U72CC5A,4,-134.88000000000102,2,2,25100.0,24965.12,24965.03,A,2,0,0,4
U8D97E6,4,-1200.0,2,2,7000.0,5800.0,3250.0,B,1,0,4,0
U3A93E7,4,-78.94,4,0,78.94,0.0,-5.0,B,1,4,0,0
U97C706,4,1483.0,2,2,117.0,1600.0,1000.0,B,1,0,1,3
UBE19CE,4,2899.34,1,3,1999.0,4898.34,2899.0,B,3,1,2,1
U90CD9F,4,-1760.94,4,0,1760.94,0.0,-64.62,B,1,0,4,0
U9A3646,4,2325.0,2,2,6340.0,8665.0,6340.0,B,1,0,0,4
UE25279,4,488.0,2,2,10.0,498.0,300.0,B,1,2,1,1
U89DC25,4,-539.5999999999998,4,0,539.5999999999998,0.0,-19.8,B,1,4,0,0
UE0B948,4,13.67,3,1,86.33,100.0,100.0,B,1,3,1,0
U60D6B4,4,440.0,2,2,10.0,450.0,350.0,B,1,2,1,1
UEDBCA5,4,-2317.16,1,3,5000.0,2682.84,1732.84,B,3,1,2,1
UF6C396,4,-9934.4,3,1,10000.0,65.6,65.6,A,1,1,0,3
U1010D4,4,0.31999999999993634,2,2,2224.0,2224.32,2179.52,B,1,2,0,2
U8B32A9,4,3819.02,2,2,725.0,4544.02,4044.02,B,1,2,0,2
UF1F477,4,512.87,1,3,65.15,578.02,512.8,A,3,3,0,1
UC507BB,4,-1221.9399999999996,4,0,1221.9399999999996,0.0,-44.84,B,1,0,4,0
U48DB98,4,-1864.8,4,0,1864.8,0.0,-398.0,B,1,4,0,0
UDE41D8,4,-1959.0,3,1,2188.0,229.0,229.0,B,1,0,0,4
U462324,4,1000.0,2,2,5000.0,6000.0,3000.0,B,1,0,0,4
UAEEB0A,4,0.0,2,2,6000.0,6000.0,3000.0,B,1,0,0,4
UBBE9BA,4,3017.4700000000007,2,2,3979.0,6996.47,3522.4,B,1,1,0,3
U46C094,4,0.0,2,2,10.0,10.0,5.0,B,1,2,0,2
U696638,4,1579.0,2,2,660.0,2239.0,1939.0,B,1,1,0,3
UAE10DC,4,175.0,2,2,4930.0,5105.0,5000.0,B,1,4,0,0
UF85920,4,-7050.0,3,1,13050.0,6000.0,6000.0,B,1,0,1,3
U95EAFC,4,-57.0,4,0,57.0,0.0,-11.0,B,1,3,1,0
UE43698,4,-1.94,2,2,2.0,0.06000000000000001,0.05,A,1,1,1,2
U6D214B,4,-4189.65,2,2,14000.0,9810.35,9740.0,B,1,1,1,2
U4A5B1C,4,3475.1800000000007,1,3,183.3,3658.48,2938.48,B,2,1,3,0
U4026F8,4,-365.72,4,0,365.72,0.0,-21.75,B,1,4,0,0
UFC0E21,4,-2159.58,4,0,2159.58,0.0,-212.35,B,1,0,4,0
U5921E8,4,0.0,2,2,15908.0,15908.0,7988.0,B,1,1,0,3
U02AE9D,4,2375.54,1,3,24.9,2400.44,2000.0,A,2,0,0,4
U9C6A51,4,-19028.81,4,0,19028.81,0.0,-349.12,B,1,4,0,0
U0935FF,4,-5629.9,2,2,5659.9,30.0,20.0,B,3,0,1,3
UF3C577,4,0.0,2,2,10.0,10.0,5.0,B,1,2,2,0
UCBDB8A,4,-1880.0600000000006,2,2,8000.0,6119.94,6000.0,B,1,1,2,1
U142667,4,590.0,2,2,10.0,600.0,500.0,B,1,2,1,1
U83F22F,4,78.0,2,2,37505.0,37583.0,18930.0,B,1,0,0,4
UD7AEC4,4,6492.0,2,2,3508.0,10000.0,5000.0,B,1,0,1,3
U58F02F,4,-352.14,4,0,352.14,0.0,-12.92,B,1,4,0,0
U27CEB7,4,0.0,2,2,88.71,88.71,88.0,A,1,0,0,4
UED9F35,4,-2950.0,4,0,2950.0,0.0,-225.0,B,1,0,4,0
U43B1B1,4,-16188.0,4,0,16188.0,0.0,-594.0,B,1,0,4,0
U46C1B2,4,700.0,2,2,9300.0,10000.0,5000.0,B,1,1,1,2
U7F70C1,4,0.0,2,2,10.0,10.0,5.0,B,1,3,1,0
UDE9669,4,-346.0,4,0,346.0,0.0,-5.0,B,1,2,0,2
U414B5B,4,-2485.0,2,2,3205.0,720.0,685.0,B,1,2,2,0
UD98B31,3,3.61,1,2,15.0,18.61,16.0,B,3,0,3,0
UF4C735,3,-4008.0,3,0,4008.0,0.0,-5.0,B,1,2,0,1
U50E762,3,2485.0,1,2,2525.0,5010.0,2550.0,B,3,0,0,3
U0DEE1A,3,-600.0,3,0,600.0,0.0,-100.0,B,1,0,0,3
UC79817,3,-299.1,3,0,299.1,0.0,-14.0,B,1,1,1,1
UA2957D,3,357.7,1,2,2.3,360.0,188.0,B,3,0,0,3
U16BC52,3,2825.0,2,1,2029.0,4854.0,4854.0,B,1,2,1,0
UABC749,3,0.01,1,2,0.01,0.02,0.01,A,3,0,0,3
UE52030,3,3540.61,0,3,0.0,3540.61,3076.0,B,3,2,0,1
U7EC063,3,-1871.12,3,0,1871.12,0.0,-50.0,B,1,1,0,2
U7BD0C8,3,7139.0,0,3,0.0,7139.0,6500.0,B,3,3,0,0
